team_name
1. FC Heidenheim 1846
1. FC Kaiserslautern
1. FC Köln
1. FC Nürnberg
1. FC Slovácko
1. FC Union Berlin
1. FK Příbram
1. FSV Mainz 05
1899 Hoffenheim
DAC Dunajská Streda
Debreceni VSC
Deportivo La Coruña
Derby County
Dijon FCO
Dinamo Bucureşti
Dinamo Zagreb
Diósgyöri VTK
Djurgårdens IF
Dumbarton FC
Dundee FC
Dundee United
Dunfermline Athletic
Dynamo Dresden
EA Guingamp
ESTAC Troyes
Eintracht Braunschweig
Eintracht Frankfurt
Elche CF
Empoli FC
Erzgebirge Aue
Esbjerg fB
Espanyol Barcelona
Everton FC
FC Admira Wacker
FC Arouca
FC Augsburg
FC Barcelona
FC Bari 1908
FC Botoşani
FC Bourg-Péronnas
FC Crotone
FC FASTAV Zlín
FC Groningen
FC Hradec Králové
FC Ingolstadt 04
FC København
FC Lorient
FC Metz
FC Midtjylland
FC Nantes
FC Nordsjælland
FC Porto
FC Schalke 04
FC Sochaux
FC St. Pauli
FC Twente
FC Ufa
FC Utrecht
FC Viitorul Constanța
FC Voluntari
FC Zbrojovka Brno
FK AS Trenčín
FK Amkar Perm
FK Dukla Praha
FK Jablonec
FK Krasnodar
FK Mladá Boleslav
FK Rostov
FK Senica
FK Teplice
FK Tom Tomsk
FK Ural
Falkenbergs FF
Falkirk FC
Fenerbahçe
Ferencvárosi TC
Feyenoord
Fortuna Düsseldorf
Frosinone Calcio
Fulham FC
GD Chaves
GD Estoril
GFC Ajaccio
GIF Sundsvall
Galatasaray
Gaz Metan Mediaş
Gaziantepspor
Gazovik Orenburg
Gefle IF
Genoa CFC
Gençlerbirliği
Getafe CF
Gimnàstic
Girona FC
Girondins Bordeaux
Go Ahead Eagles
Granada CF
Greenock Morton FC
Gyirmot SE
Górnik Łęczna
HNK Rijeka
Hajduk Split
Hamburger SV
Hamilton Academical
Hammarby IF
Hannover 96
Heart of Midlothian
Hellas Verona
Helsingborgs IF
Heracles Almelo
Hertha BSC
Hibernian FC
Huddersfield Town
Hull City
IF Elfsborg
IFK Göteborg
IFK Norrköping
Inter
Inverness CT
Ipswich Town
Jagiellonia Białystok
Juventus
Jönköpings Södra IF
KAA Gent
KRC Genk
KV Kortrijk
KV Mechelen
KV Oostende
KVC Westerlo
Kalmar FF
Karabükspor
Karlsruher SC
Kasımpaşa SK
Kayserispor
Kilmarnock FC
Korona Kielce
Krylia Sovetov
Latina Calcio
Lazio Roma
Le Havre AC
Lech Poznań
Lechia Gdańsk
Leeds United
Legia Warszawa
Leicester City
Levadiakos
Levante UD
Lille OSC
Liverpool FC
Lokomotiv Moskva
Lokomotiva Zagreb
Lyngby BK
MFK Karvina
MFK Ružomberok
MFK Zemplin Michalovce
MTK Budapest
Malmö FF
Manchester City
Manchester United
Medipol Başakşehir F.K
Mezõkövesd-Zsóry
Middlesbrough FC
Montpellier HSC
Moreirense FC
Motherwell FC
Málaga CF
MŠK Žilina
NEC Nijmegen
NK Inter Zaprešić
NK Istra 1961
NK Osijek
Newcastle United
Norwich City
Nottingham Forest
Novara Calcio
Nîmes Olympique
OGC Nice
Odense BK
Olympiakos Piräus
Olympique Lyon
Olympique Marseille
Os Belenenses
Osmanlıspor FK
PAOK Saloniki
PAS Giannina
PEC Zwolle
PSV Eindhoven
Paksi SE
Panathinaikos
Pandurii Târgu Jiu
Panetolikos
Panionios GSS
Paris Saint-Germain
Partick Thistle
Paços de Ferreira
Pescara Calcio
Piast Gliwice
Platanias Chanion
Pogoń Szczecin
Preston North End
Pro Vercelli
Queen Of The South
Queens Park Rangers
RB Leipzig
RB Salzburg
RC Lens
RC Strasbourg
RCD Mallorca
RNK Split
RSC Anderlecht
Raith Rovers
Randers FC
Rangers FC
Rapid Wien
Rayo Vallecano
Reading FC
Real Betis
Real Madrid
Real Oviedo
Real Sociedad
Real Valladolid
Real Zaragoza
Red Star FC
Rio Ave FC
Roda JC Kerkrade
Ross County FC
Rotherham United
Royal Mouscron-Péruwelz
Rubin Kazan
Ruch Chorzów
SBV Excelsior
SC Bastia
SC Freiburg
SCR Altach
SD Eibar
SD Huesca
SKN St. Pölten
SL Benfica
SM Caen
SPAL 2013 Ferrara
SSC Napoli
SV Darmstadt 98
SV Mattersburg
SV Ried
SV Sandhausen
SV Zulte Waregem
Sampdoria
Sassuolo Calcio
Sevilla Atlético
Sevilla FC
Sheffield Wednesday
Silkeborg IF
Sint-Truidense VV
Skoda Xanthi
Slaven Belupo
Slavia Praha
Slovan Bratislava
Slovan Liberec
Southampton FC
SpVgg Greuther Fürth
Sparta Praha
Sparta Rotterdam
Spartak Moskva
Spartak Trnava
Spezia Calcio
Sporting Braga
Sporting CP
Sporting Charleroi
Sporting Gijón
Sporting Lokeren
St. Johnstone FC
St. Mirren FC
Stade Brest
Stade Laval
Stade Reims
Stade Rennes
Standard Liège
Steaua Bucureşti
Stoke City
Sturm Graz
Sunderland AFC
Swansea City
Szombathelyi Haladás
SønderjyskE
TSV 1860 München
Tatran Prešov
Terek Grozny
Termalica Bruk-Bet Nieciecza
Ternana Calcio
Torino FC
Tottenham Hotspur
Toulouse FC
Tours FC
Trabzonspor
Trapani Calcio
UCAM Murcia CF
UD Almería
UD Las Palmas
US Avellino
US Orléans
US Palermo
US Salernitana 1919
Udinese Calcio
Valencia CF
Valenciennes FC
Veria FC
VfB Stuttgart
VfL Bochum
VfL Wolfsburg
Viborg FF
Vicenza Calcio
Videoton FC
Viktoria Plzeň
Villarreal CF
Virtus Entella
Vitesse
Vitória Guimarães
Vitória Setúbal
Vysočina Jihlava
Waasland-Beveren
Watford FC
Werder Bremen
West Bromwich Albion
West Ham United
Wigan Athletic
Willem II
Wisła Kraków
Wisła Płock
Wolfsberger AC
Wolverhampton Wanderers
Würzburger Kickers
Zagłębie Lubin
Zenit St. Petersburg
Zlate Moravce
sc Heerenveen
Çaykur Rizespor
Örebro SK
Östersunds FK
Újpest FC
Śląsk Wrocław
ŽP Šport Podbrezová
