date,ACMilan,AtleticodeMadrid,Chelsea-FC,Juventus,RealMadrid,fcbarcelona,fcbayern,fcbayern.en,manchesterunited
2016-01-22,21514927,10295508,32659126,10234438,72959397,75170972,2620509,17691802,57611837
2016-01-23,21514203,10296473,32666833,10242712,72966633,75180880,2621915,17694597,57618465
2016-01-24,21513903,10297937,32674154,10250576,72975040,75196641,2622905,17697410,57631304
2016-01-25,21514214,10300509,32686455,10259647,72988626,75210488,2623763,17700489,57641164
2016-01-26,21514213,10301903,32694528,10267789,72997323,75223910,2624460,17704216,57651412
2016-01-27,21513989,10304197,32699362,10274818,73003868,75236397,2624511,17708531,57659477
2016-01-28,21513951,10305818,32706588,10283948,73011326,75253030,2625207,17714240,57667847
2016-01-29,21513717,10307313,32712833,10291905,73019186,75266195,2625809,17716987,57675677
2016-01-30,21513033,10308500,32720595,10299403,73026137,75278032,2626726,17720900,57685577
2016-01-31,21512782,10314136,32728219,10306950,73038003,75311293,2627158,17726118,57696519
2016-02-01,21519338,10316564,32737330,10314997,73055410,75328775,2628101,17724532,57706385
2016-02-02,21521160,10318245,32744032,10322658,73065584,75343304,2628701,17723723,57715594
2016-02-03,21522293,10320603,32752715,10331402,73075915,75361676,2629567,17728852,57727802
2016-02-04,21522233,10322398,32763265,10342271,73083076,75385106,2630425,17709463,57737673
2016-02-05,21522830,10324649,32773394,10352073,73093974,75406197,2630463,17702699,57747091
2016-02-06,21550225,10334101,32804534,10406822,73146998,75445527,2624092,17838197,57840367
2016-02-07,21550566,10337269,32825691,10420934,73163988,75472789,2625286,17853337,57861260
2016-02-08,21550331,10339291,32844550,10430439,73179429,75494682,2626047,17860570,57880255
2016-02-09,21548686,10340079,32853049,10437787,73185658,75505496,2626649,17863440,57888705
2016-02-10,21548205,10341696,32860402,10445527,73193748,75518482,2627059,17837897,57896324
2016-02-11,21547472,10343418,32871413,10456374,73204431,75537206,2628325,17765013,57906866
2016-02-12,21546731,10344574,32883987,10467615,73215964,75556214,2629868,17659496,57921451
2016-02-13,21546209,10346482,32890722,10475617,73225558,75570662,2630396,17629289,57942786
2016-02-14,21546264,10348894,32902165,10486919,73246055,75589906,2631098,17586928,57960051
2016-02-15,21546589,10350302,32907223,10494198,73254829,75613680,2631434,17555566,57967325
2016-02-16,21545640,10351697,32916981,10504053,73270760,75645627,2632245,17533551,57981217
2016-02-17,21545375,10354077,32928039,10510525,73282780,75664399,2632290,17514615,57988269
2016-02-18,21544502,10356113,32936726,10518127,73313161,75690025,2632657,17499588,57997472
2016-02-19,21541704,10362294,32945387,10526003,73333689,75712053,2632398,17486568,58012369
2016-02-20,21541149,10370417,32951729,10532979,73349530,75729362,2633093,17478497,58023764
2016-02-21,21540305,10380154,32958628,10540576,73360512,75747070,2633604,17474569,58031444
2016-02-22,21540121,10389187,32970167,10547123,73371754,75757542,2633874,17468764,58036583
2016-02-23,21540405,10396845,32975586,10552339,73377957,75767723,2633547,17464023,58040787
2016-02-24,21540764,10406087,32980402,10562388,73387248,75806045,2634942,17464752,58046722
2016-02-25,21544854,10419540,32995566,10571707,73421001,75850567,2636580,17469683,58073761
2016-02-26,21545010,10429538,33004504,10580169,73436387,75871489,2637375,17473760,58087676
2016-02-27,21544233,10432797,33007914,10583588,73445209,75881284,2637572,17473957,58096289
2016-02-28,21544197,10442533,33012799,10589105,73460518,75891019,2637972,17474832,58100868
2016-02-29,21545913,10446978,33022989,10596498,73478421,75920751,2638834,17478470,58134070
2016-03-01,21545645,10447999,33026102,10605015,73484700,75931695,2639227,17477346,58140852
2016-03-02,21546307,10450265,33030839,10610757,73499839,75954998,2639473,17477164,58152995
2016-03-03,21546450,10451471,33035190,10619541,73510911,75969842,2639803,17479660,58161040
2016-03-04,21547080,10452789,33039705,10628710,73521599,75995243,2640436,17483426,58170557
2016-03-05,21547418,10454136,33041958,10634803,73526158,76008843,2640430,17483593,58176891
2016-03-06,21548278,10456423,33050265,10644162,73543779,76026621,2641880,17491269,58187824
2016-03-07,21547652,10458240,33053716,10651399,73555681,76043496,2642281,17493116,58194956
2016-03-08,21546964,10459071,33056459,10656871,73560881,76052760,2642334,17490904,58199313
2016-03-09,21549003,10461448,33060601,10658837,73592807,76082617,2641624,17496893,58216804
2016-03-10,21549412,10463143,33069479,10665252,73603755,76097771,2642246,17515285,58225103
2016-03-11,21549189,10464793,33074031,10671964,73611293,76112448,2642401,17530968,58237402
2016-03-12,21548961,10466252,33078184,10678523,73619777,76125113,2642543,17541436,58245138
2016-03-13,21548276,10467565,33082222,10683859,73625022,76145004,2643088,17550516,58250132
2016-03-14,21548199,10469355,33085341,10690622,73636000,76160211,2643451,17559007,58261169
2016-03-15,21547533,10471919,33090714,10700328,73641380,76169653,2643563,17570925,58266045
2016-03-16,21547411,10480793,33097841,10710758,73650008,76188056,2644086,17579909,58271989
2016-03-17,21547567,10485443,33103345,10738750,73658116,76226871,2649544,17603710,58278709
2016-03-18,21547071,10488245,33108543,10752421,73666176,76246334,2651888,17614257,58292260
2016-03-19,21547126,10495503,33114008,10761799,73681085,76265590,2652928,17621354,58302111
2016-03-20,21545670,10498491,33119443,10770354,73688004,76277888,2653604,17626881,58307994
2016-03-21,21545269,10500927,33121387,10776515,73697506,76291964,2653416,17629068,58319775
2016-03-22,21545201,10504119,33126940,10785614,73706836,76308881,2654014,17633901,58329456
2016-03-23,21544902,10505904,33130461,10792433,73712754,76321429,2654395,17636135,58335207
2016-03-24,21544225,10508008,33133644,10799484,73720757,76333943,2654642,17638383,58341563
2016-03-25,21543442,10509618,33136342,10806938,73727032,76345175,2654734,17641436,58347446
2016-03-26,21542843,10511704,33137903,10813819,73733318,76354980,2654885,17643823,58352600
2016-03-27,21542236,10513212,33138860,10820243,73739344,76362678,2655172,17647921,58358465
2016-03-28,21542666,10515086,33139953,10826755,73745469,76370281,2655372,17652447,58364561
2016-03-29,21542425,10516905,33142413,10832817,73752511,76380074,2655488,17656784,58371292
2016-03-30,21542708,10518255,33144585,10838308,73762223,76390864,2655626,17662788,58377943
2016-03-31,21542934,10519080,33145269,10845665,73767885,76396593,2655590,17666259,58382321
2016-04-01,21542568,10520404,33153374,10851407,73778068,76400137,2655134,17670896,58387575
2016-04-02,21543653,10523586,33157721,10868911,73801107,76443642,2654791,17676525,58397036
2016-04-03,21545077,10527506,33168036,10889566,73961387,76543331,2654993,17687403,58410390
2016-04-04,21548075,10530524,33175524,10906274,74024176,76577381,2654980,17697995,58426173
2016-04-05,21547960,10533579,33183151,10924119,74047785,76599091,2654906,17671242,58434215
2016-04-06,21546679,10549758,33197883,10943820,74070827,76668833,2655614,17571826,58439434
2016-04-07,21546379,10554789,33202616,10956622,74104537,76702069,2655832,17579335,58446737
2016-04-08,21546980,10557544,33204848,10968839,74124383,76727523,2656008,17582822,58456089
2016-04-09,21548101,10559091,33205045,10974786,74133070,76734243,2656083,17585537,58460305
2016-04-10,21551104,10563528,33208124,10989683,74151658,76749060,2656374,17590747,58466932
2016-04-11,21552604,10566218,33209967,11004146,74160679,76756904,2656970,17595415,58474516
2016-04-12,21553943,10568899,33219386,11027134,74172418,76768469,2659852,17615998,58481937
2016-04-13,21556444,10573465,33227513,11041126,74244636,76785805,2659858,17626678,58492772
2016-04-14,21558523,10638138,33231082,11057733,74288770,76846095,2662136,17640218,58504581
2016-04-15,21558838,10652851,33235337,11069873,74312237,76869599,2662788,17649772,58515099
2016-04-16,21560580,10665859,33238594,11084812,74339815,76888468,2663676,17662505,58521833
2016-04-17,21561602,10671617,33243607,11099458,74367583,76905290,2664677,17673227,58529970
2016-04-18,21562332,10679374,33248046,11115121,74388348,76932855,2665519,17682042,58538396
2016-04-19,21562566,10683809,33259288,11135990,74405487,76953880,2668737,17706309,58546291
2016-04-20,21564063,10691295,33266202,11156947,74431361,76976286,2670283,17721646,58557106
2016-04-21,21564786,10702624,33271895,11165364,74458437,77007610,2670507,17729906,58566934
2016-04-22,21567101,10707645,33277005,11179326,74480697,77032260,2670652,17741876,58577807
2016-04-23,21569576,10714246,33285961,11200933,74511945,77062770,2671409,17759984,58595864
2016-04-24,21570788,10721009,33290210,11208169,74531726,77091881,2671833,17766549,58612654
2016-04-25,21568860,10720616,33286114,11217584,74533437,77095112,2672742,17766697,58612842
2016-04-26,21568334,10726851,33297414,11248145,74559129,77116359,2675637,17790062,58624172
2016-04-27,21568284,10734406,33302364,11263116,74608866,77135835,2675516,17797552,58632962
2016-04-28,21560253,10772531,33296772,11266192,74630036,77142780,2672614,17796212,58634310
2016-04-29,21560569,10787513,33306154,11280379,74650779,77157144,2672221,17813023,58648536
2016-04-30,21561294,10796296,33317712,11295931,74675020,77175944,2672241,17832418,58666289
2016-05-01,21562119,10808167,33325906,11309138,74699089,77194684,2672124,17840573,58680616
2016-05-02,21562648,10815185,33334224,11323275,74719167,77207862,2672376,17847277,58703230
2016-05-03,21563189,10824158,33355865,11353390,74736693,77219443,2670657,17875297,58714702
2016-05-04,21564469,10901681,33364522,11365407,74760256,77231813,2674906,17891984,58723852
2016-05-05,21565552,10933468,33371641,11378165,74833123,77247423,2675588,17900431,58733935
2016-05-06,21566254,10948739,33376030,11388510,74869049,77262072,2675915,17905181,58743000
2016-05-07,21566802,10959469,33379901,11400255,74894420,77276151,2676255,17910921,58751298
2016-05-08,21568042,10969184,33382605,11408509,74921368,77294380,2677841,17911761,58763924
2016-05-09,21576065,10984798,33392148,11418123,74963135,77331272,2680102,17920124,58784199
2016-05-10,21576643,10993455,33413657,11443775,74987756,77348934,2691045,17958772,58795803
2016-05-11,21576778,11000148,33419758,11456983,75002230,77360563,2692170,17971413,58802423
2016-05-12,21573994,11004067,33423352,11465672,75004929,77362557,2691893,17979415,58804102
2016-05-13,21570749,11007235,33425852,11473071,75010567,77365141,2692198,17986734,58804537
2016-05-14,21571873,11015729,33437081,11384587,75031206,77382863,2692813,18001012,58817236
2016-05-15,21573419,11027626,33448531,11276811,75063893,77450166,2694883,18018282,58833145
2016-05-16,21573636,11036324,33460179,11154118,75089379,77482052,2696918,18033195,58847054
2016-05-17,21573522,11042672,33473985,9147953,75107966,77502770,2698498,18055138,58856872
2016-05-18,21572981,11049105,33479667,9156982,75123927,77518237,2698948,18057670,58864779
2016-05-19,21572391,11056778,33485460,9164611,75139494,77529547,2698869,18063850,58873304
2016-05-20,21571786,11062537,33490709,9172830,75153038,77538968,2698992,18070501,58882053
2016-05-21,21571213,11068103,33495940,9178718,75166278,77547438,2699247,18078331,58891299
2016-05-22,21573567,11074964,33500402,9186636,75181316,77557279,2705086,18089923,58958491
2016-05-23,21574633,11082364,33506002,9194301,75204935,77599782,2708982,18099990,58992351
2016-05-24,21574755,11088873,33516014,9207683,75227086,77624936,2711345,18126319,59010578
2016-05-25,21574641,11109525,33519268,9213985,75246852,77641807,2711894,18137404,59023970
2016-05-26,21575086,11116129,33523317,9220911,75265992,77656121,2712004,18152875,59036464
2016-05-27,21575519,11151690,33528516,9228816,75287934,77667021,2711983,18170128,59048239
2016-05-28,21575089,11193056,33533113,9231283,75346614,77676060,2712003,18185844,59090689
2016-05-29,21575458,11298675,33536632,9231651,75623244,77691766,2712225,18200301,59103336
2016-05-30,21575433,11321281,33540505,9231516,75797680,77705459,2713257,18214046,59111732
2016-05-31,21575315,11329463,33549986,9238925,75838615,77716646,2713749,18240250,59119653
2016-06-01,21574079,11335232,33549995,9236443,75859747,77724300,2713618,18236702,59124146
2016-06-02,21573322,11339073,33548078,9235509,75882107,77731054,2713429,18237940,59127431
2016-06-03,21572570,11342048,33547631,9235381,75898057,77735732,2713502,18242764,59128749
2016-06-04,21573252,11346591,33547383,9234769,75922310,77747593,2713506,18244300,59136047
2016-06-05,21572865,11350886,33548215,9234916,75940378,77755525,2713725,18247656,59141563
2016-06-06,21572610,11353481,33547816,9243677,75951587,77759766,2713961,18251865,59143136
2016-06-07,21573194,11356760,33554857,9261623,75969063,77769026,2715774,18268695,59148367
2016-06-08,21573653,11359748,33556196,9278092,75983383,77774744,2716107,18269542,59153289
2016-06-09,21573590,11361676,33559429,9293764,76005476,77794400,2716088,18272634,59167771
2016-06-10,21573826,11364868,33562278,9309166,76022380,77805897,2716102,18278907,59175133
2016-06-11,21573499,11366455,33561201,9327493,76028006,77806394,2716167,18282308,59175104
2016-06-12,21573424,11369571,33562443,9345654,76043888,77816978,2716280,18286701,59180541
2016-06-13,21574341,11373669,33564525,9361405,76063916,77830605,2716786,18291243,59188930
2016-06-14,21574626,11376828,33573774,9377328,76080951,77843421,2718955,18312405,59195804
2016-06-15,21564438,11374159,33559161,9384321,76061957,77820982,2717795,18306167,59175753
2016-06-16,21574481,11381708,33576925,9403515,76112810,77872576,2719108,18324127,59209666
2016-06-17,21574584,11384610,33576554,9417585,76128583,77886079,2719085,18330589,59217388
2016-06-18,21573881,11386025,33576426,9430373,76136926,77891669,2719130,18339281,59218187
2016-06-19,21573203,11387312,33575829,9441818,76144137,77894275,2719302,18346891,59220167
2016-06-20,21572363,11388920,33574837,9452660,76153947,77898587,2719207,18352812,59223231
2016-06-21,21571863,11390061,33578781,9465499,76160025,77900623,2719727,18366216,59224080
2016-06-22,21572594,11392645,33581545,9480629,76175882,77911848,2720254,18370934,59230432
2016-06-23,21572113,11394194,33582153,9499147,76184663,77918428,2720349,18377148,59233826
2016-06-24,21571936,11396424,33582305,9518191,76193697,77923898,2720322,18384377,59238524
2016-06-25,21576033,11403466,33582583,9532838,76236729,77957630,2720198,18379384,59264152
2016-06-26,21575701,11404468,33583767,9550979,76249277,77963445,2720389,18390317,59267199
2016-06-27,21575629,11405313,33585157,9567138,76260445,77969951,2720938,18402672,59269589
2016-06-28,21575219,11406131,33596208,9593322,76276349,77982822,2722214,18425866,59274573
2016-06-29,21575416,11406814,33599914,9610975,76292399,77995527,2722365,18433364,59281493
2016-06-30,21575394,11407657,33601390,9629689,76306629,78005395,2722453,18440977,59286006
2016-07-01,21579761,11414355,33598328,9636422,76361203,78048404,2722323,18429731,59322717
2016-07-02,21580945,11416454,33599936,9637792,76383273,78062242,2722519,18431198,59362125
2016-07-03,21580531,11417105,33600559,9638866,76399079,78066580,2723922,18433325,59379425
2016-07-04,21580883,11418472,33604859,9639499,76414108,78072611,2724817,18435371,59388411
2016-07-05,21583291,11425027,33608439,9637889,76448917,78097056,2725381,18450811,59405222
2016-07-06,21583312,11426712,33609546,9639931,76462864,78102454,2725506,18481786,59421323
2016-07-07,21582856,11427465,33610294,9641640,76477296,78106562,2725515,18508454,59433222
2016-07-08,21583464,11429493,33609338,9642464,76489210,78109947,2725238,18522787,59438887
2016-07-09,21588406,11437057,33609741,9643053,76530664,78140678,2725067,18525077,59462306
2016-07-10,21589245,11440727,33611821,9644972,76545568,78148979,2725485,18532727,59469742
2016-07-11,21590147,11443749,33614993,9647348,76581898,78161501,2726760,18538355,59482455
2016-07-12,21590754,11446238,33638762,9664419,76629203,78172902,2730057,18573700,59495390
2016-07-13,21591590,11448404,33643621,9663328,76657080,78183448,2730848,18582519,59503644
2016-07-14,21592750,11450277,33645426,9663259,76677347,78193393,2730976,18592272,59512468
2016-07-15,21593062,11451664,33648934,9670745,76693116,78200717,2731147,18602375,59517410
2016-07-16,21594311,11454308,33649837,9672949,76717709,78222851,2731157,18608180,59528403
2016-07-17,21594214,11455395,33655992,9675544,76728830,78228915,2731364,18618811,59537631
2016-07-18,21594521,11457015,33657806,9675797,76742954,78238160,2731430,18627771,59545138
2016-07-19,21595162,11459804,33664084,9679007,76759032,78249416,2731176,18639737,59556253
2016-07-20,21595329,11461738,33667034,9680217,76764937,78251785,2731221,18641884,59562567
2016-07-21,21595350,11463185,33668851,9681801,76770962,78253797,2731398,18652040,59569050
2016-07-22,21597912,11467473,33671832,9683573,76790527,78269869,2731441,18662522,59587254
2016-07-23,21599559,11471137,33674008,9684242,76804310,78278820,2731454,18670711,59603908
2016-07-24,21600170,11473037,33676884,9687719,76810606,78281747,2731717,18683118,59611594
2016-07-25,21601361,11475212,33679243,9689027,76821612,78289972,2731627,18693699,59621352
2016-07-26,21603207,11478355,33694078,9700377,76839407,78303286,2730051,18724519,59636205
2016-07-27,21602456,11480366,33698003,9705710,76843509,78305419,2730190,18730679,59639792
2016-07-28,21604469,11482962,33702122,9708945,76855418,78311448,2730206,18736003,59650721
2016-07-29,21606277,11485224,33706179,9710335,76865280,78323542,2730217,18742948,59662639
2016-07-30,21606811,11488009,33704943,9708666,76876086,78340860,2729579,18743045,59675446
2016-07-31,21608016,11490894,33709401,9711724,76889260,78360984,2729211,18745579,59699860
2016-08-01,21608201,11493109,33711268,9712160,76898162,78370648,2728753,18748301,59715173
2016-08-02,21609666,11496462,33723923,9722642,76916372,78382969,2726501,18769254,59732802
2016-08-03,21609913,11498355,33728223,9723191,76925987,78390348,2726185,18768512,59746707
2016-08-04,21609733,11499460,33730509,9724642,76931402,78395044,2726072,18769633,59775404
2016-08-05,21609900,11501013,33733166,9725417,76940914,78401901,2725930,18770346,59787382
2016-08-06,21610740,11502635,33735534,9725999,76948932,78407089,2725643,18778152,59797456
2016-08-07,21611032,11503876,33737567,9727226,76953775,78412416,2725572,18789541,59803342
2016-08-08,21611365,11505255,33740190,9728152,76962830,78417765,2725275,18796895,59840496
2016-08-09,21611848,11507938,33744739,9732912,76975429,78427568,2721677,18812204,59866951
2016-08-10,21613098,11510373,33752275,9738465,77007874,78441477,2721678,18823628,59896841
2016-08-11,21612225,11510916,33752853,9741457,77016956,78443765,2721546,18832636,59903677
2016-08-12,21611819,11512200,33753730,9742304,77026883,78449392,2721195,18838304,59914892
2016-08-13,21611591,11513568,33753593,9742449,77034059,78454638,2720575,18842776,59932192
2016-08-14,21611814,11515309,33755297,9744912,77034602,78457360,2720463,18851334,59941364
2016-08-15,21612433,11517262,33757547,9747422,77034669,78465176,2721192,18863281,59958978
2016-08-16,21612685,11518952,33768279,9754555,77034558,78467633,2720336,18885931,59969329
2016-08-17,21613466,11520922,33770384,9753382,77051779,78474540,2719649,18886289,59976769
2016-08-18,21615201,11525016,33773266,9753262,77075659,78499908,2718170,18882507,59998233
2016-08-19,21600601,11520501,33754278,9738325,77040916,78452450,2711156,18830584,59981731
2016-08-20,21600149,11520425,33757932,9743446,77045742,78452867,2709681,18837890,60002909
2016-08-21,21600303,11520738,33765284,9751745,77048192,78454848,2708081,18847380,60019658
2016-08-22,21614786,11527725,33779378,9759931,77104327,78516671,2711601,18887108,60063808
2016-08-23,21615124,11528441,33794283,9775461,77111160,78519630,2710886,18917843,60076844
2016-08-24,21615276,11528925,33798054,9774680,77117735,78521257,2710775,18914745,60089621
2016-08-25,21615109,11529708,33798657,9774021,77121813,78521771,2710650,18911741,60101519
2016-08-26,21615220,11531050,33802010,9773994,77131942,78523231,2710546,18908439,60117526
2016-08-27,21615979,11532407,33806256,9775805,77141968,78527338,2711005,18908311,60136353
2016-08-28,21617398,11534719,33813541,9777601,77150868,78532870,2711229,18909215,60164028
2016-08-29,21617922,11535863,33817508,9778244,77157393,78537085,2711248,18908058,60182534
2016-08-30,21619039,11537124,33825164,9780917,77167305,78543445,2712259,18915627,60201036
2016-08-31,21618868,11536556,33824875,9778872,77170851,78540927,2712131,18909890,60207410
2016-09-01,21617892,11535373,33826255,9777390,77164422,78530582,2712462,18906011,60205119
2016-09-02,21617622,11535828,33830849,9777373,77169452,78531399,2712752,18935494,60210808
2016-09-03,21617017,11536284,33834417,9778304,77173723,78532215,2712819,18961673,60214941
2016-09-04,21616538,11536932,33838168,9780264,77179895,78534201,2713044,18987048,60219770
2016-09-05,21616626,11537824,33843071,9782283,77191262,78540290,2713566,19008852,60229702
2016-09-06,21613809,11535509,33847841,9790380,77182607,78528076,2713439,19040466,60222868
2016-09-07,21612869,11535688,33853479,9792075,77192760,78527224,2713824,19063329,60228612
2016-09-08,21612375,11536379,33857481,9791509,77199172,78531101,2713762,19083595,60238009
2016-09-09,21611461,11536789,33859665,9791336,77201809,78532319,2713696,19100994,60243698
2016-09-10,21610962,11537181,33863685,9791588,77207111,78533539,2713757,19119009,60257895
2016-09-11,21610640,11538817,33869833,9793281,77217271,78538517,2713994,19126770,60282146
2016-09-12,21609208,11538839,33873852,9794585,77220347,78536654,2714200,19131569,60286323
2016-09-13,21608939,11539522,33881537,9798562,77228320,78539377,2714658,19145050,60296495
2016-09-14,21608352,11541231,33887446,9801221,77234391,78549009,2715122,19154687,60303242
2016-09-15,21607729,11542043,33894498,9802808,77250332,78555622,2715233,19161332,60310934
2016-09-16,21606253,11542113,33896795,9802961,77253227,78555189,2715310,19165877,60316676
2016-09-17,21604794,11543290,33904978,9802830,77257121,78556562,2715484,19170587,60322929
2016-09-18,21603916,11545012,33908789,9804276,77260210,78560736,2715997,19176734,60328473
2016-09-19,21603400,11545693,33911939,9806238,77271376,78563305,2716289,19181051,60338306
2016-09-20,21602547,11546314,33917713,9808298,77279061,78566918,2718103,19190261,60345458
2016-09-21,21601586,11547681,33921431,9808410,77280489,78566274,2718116,19194109,60346871
2016-09-22,21601109,11553468,33928046,9809264,77295842,78580990,2718553,19199765,60359955
2016-09-23,21600068,11554288,33931428,9809860,77301745,78583310,2718938,19204876,60366016
2016-09-24,21599254,11555003,33935216,9818020,77306844,78585875,2719355,19210207,60371920
2016-09-25,21598409,11555934,33942957,9828963,77316666,78591413,2719847,19217119,60391586
2016-09-26,21597712,11557114,33945637,9838744,77321009,78593102,2720410,19221123,60398192
2016-09-27,21596564,11557834,33951318,9849739,77325994,78595064,2722583,19239288,60404302
2016-09-28,21595972,11559750,33955635,9854161,77339245,78597699,2722807,19255755,60409874
2016-09-29,21594840,11566880,33958709,9868592,77347219,78606276,2723150,19273962,60416104
2016-09-30,21594456,11568230,33960670,9882505,77351509,78607997,2723191,19287028,60424599
2016-10-01,21593480,11568740,33962921,9899116,77357578,78612220,2723259,19292846,60431499
2016-10-02,21592353,11569413,33967844,9917398,77362800,78617510,2723422,19296777,60440735
2016-10-03,21592067,11571795,33971228,9934972,77370453,78626113,2724046,19299727,60450521
2016-10-04,21590983,11572600,33974519,9947990,77374952,78628380,2726044,19304516,60456991
2016-10-05,21590031,11573282,33978180,9964456,77380199,78630541,2726186,19320006,60463613
2016-10-06,21589064,11573726,33980256,9998853,77386971,78633732,2725887,19338706,60470662
2016-10-07,21588333,11574137,33981115,10031247,77389789,78633973,2725935,19359469,60474731
2016-10-08,21587649,11574844,33984165,10058492,77395334,78637225,2726201,19382677,60481351
2016-10-09,21586300,11575625,33985878,10082569,77400066,78638538,2726402,19404297,60486818
2016-10-10,21585109,11575920,33987091,10106385,77402990,78638787,2726639,19426783,60491463
2016-10-11,21584176,11575837,33989715,10119898,77407199,78639495,2728344,19450412,60497200
2016-10-12,21583622,11576442,33993711,10125427,77413640,78643769,2729378,19463808,60503760
2016-10-13,21583542,11576917,33997479,10125903,77421047,78648070,2729443,19474966,60512446
2016-10-14,21582643,11576524,33997412,10126207,77421455,78645785,2729359,19476877,60514507
2016-10-15,21581674,11576563,33998852,10126543,77424888,78646342,2729199,19484039,60520223
2016-10-16,21581227,11579132,34004117,10128192,77433494,78651963,2729245,19492657,60527073
2016-10-17,21580928,11579818,34007718,10129490,77441797,78655653,2729372,19502176,60535830
2016-10-18,21580362,11580079,34011563,10130231,77446455,78656425,2730046,19514099,60549622
2016-10-19,21579823,11580452,34014616,10131690,77456289,78658889,2730097,19522524,60556836
2016-10-20,21578855,11581938,34016874,10145444,77461443,78673298,2730321,19531658,60564226
2016-10-21,21577638,11581971,34017704,10159879,77463023,78676485,2730274,19538684,60574572
2016-10-22,21577039,11582755,34019944,10175760,77468092,78679809,2730301,19547930,60583829
2016-10-23,21582985,11583662,34022463,10193756,77473728,78687920,2730592,19556274,60592063
2016-10-24,21585525,11585530,34042626,10209249,77483370,78691545,2730786,19565563,60604464
2016-10-25,21584762,11585585,34045885,10206919,77485541,78690258,2731496,19574893,60608407
2016-10-26,21584110,11585658,34046661,10206500,77486853,78689160,2731694,19581806,60611725
2016-10-27,21583485,11585823,34049505,10206656,77492458,78691224,2731985,19593423,60629002
2016-10-28,21582844,11585972,34051148,10209723,77497308,78694028,2732163,19603912,60637802
2016-10-29,21582452,11586322,34053473,10210416,77503080,78698267,2732270,19615840,60645357
2016-10-30,21582472,11587857,34056502,10234801,77511303,78706009,2732551,19627542,60655280
2016-10-31,21581688,11587972,34059485,10258630,77512577,78704628,2732748,19636705,60658091
2016-11-01,21580961,11588041,34063376,10276375,77517880,78706179,2733149,19637684,60665337
2016-11-02,21581604,11590200,34070935,10280941,77532236,78723836,2733820,19647343,60679950
2016-11-03,21579522,11590164,34070831,10283436,77537241,78724404,2733850,19654878,60682505
2016-11-04,21578789,11590715,34072973,10285015,77542119,78727602,2733864,19663221,60693365
2016-11-05,21577844,11590762,34074599,10285403,77545986,78729558,2733893,19673698,60699431
2016-11-06,21576884,11591816,34082851,10286697,77552740,78732832,2734176,19686057,60708474
2016-11-07,21576426,11592126,34087068,10288112,77560431,78739807,2734205,19697979,60719605
2016-11-08,21575799,11592147,34090642,10294806,77569891,78743559,2735439,19714444,60728247
2016-11-09,21574795,11591973,34090977,10294510,77571974,78741415,2735525,19723301,60731774
2016-11-10,21573955,11592011,34091154,10295142,77577023,78742745,2735319,19734699,60737726
2016-11-11,21573781,11592823,34093250,10297449,77585564,78750472,2735458,19747182,60748789
2016-11-12,21572825,11593121,34094364,10300331,77590981,78753503,2735569,19760384,60756178
2016-11-13,21571836,11593326,34095430,10301253,77596059,78755341,2735826,19772984,60762437
2016-11-14,21570910,11593657,34096499,10301989,77600236,78756096,2735993,19783662,60767887
2016-11-15,21570708,11593765,34096809,10302088,77601254,78754138,2736769,19794989,60770625
2016-11-16,21569847,11593951,34099215,10305627,77608039,78755475,2737236,19808801,60777909
2016-11-17,21569043,11595400,34100805,10305829,77614387,78757894,2737170,19819409,60787451
2016-11-18,21568300,11596567,34103876,10307204,77623733,78762529,2737176,19835451,60801486
2016-11-19,21568218,11598066,34106672,10308082,77629057,78765039,2737260,19845147,60810065
2016-11-20,21569126,11607155,34112689,10310360,77661456,78777856,2737721,19861288,60830898
2016-11-21,21572745,11609001,34120041,10311748,77678053,78786144,2737837,19873763,60843089
2016-11-22,21572970,11610019,34124699,10313594,77692264,78802737,2738532,19888209,60852064
2016-11-23,21570963,11609116,34123329,10312580,77696915,78802032,2738204,19893246,60851460
2016-11-24,21570680,11611186,34129834,10315034,77720450,78825030,2737902,19907304,60872953
2016-11-25,21569859,11611580,34131507,10315413,77728014,78828581,2737297,19913754,60881808
2016-11-26,21569083,11611961,34134077,10315848,77741870,78839290,2737033,19921808,60893055
2016-11-27,21568927,11612833,34142952,10317012,77763222,78850710,2736778,19932019,60903278
2016-11-28,21568482,11614023,34148817,10317891,77778296,78864057,2736582,19941762,60914767
2016-11-29,21568125,11614561,34155060,10319674,77791534,78872351,2739080,19953931,60921843
2016-11-30,21569150,11617407,34163775,10320587,77817844,78891977,2737097,19966240,60935604
2016-12-01,21569148,11619116,34168963,10324231,77847998,78906193,2726876,19971663,60950216
2016-12-02,21568198,11618955,34170389,10326475,77859490,78915321,2717472,19980384,60958264
2016-12-03,21568149,11620140,34174324,10329529,77952945,78942827,2708994,19990296,60967113
2016-12-04,21567735,11622649,34192824,10332713,78123057,79024687,2701014,20000188,60977484
2016-12-05,21567840,11623402,34198419,10335553,78148226,79038162,2689514,20007221,60987698
2016-12-06,21566956,11623667,34909832,11662535,78161200,79045021,2340109,21729638,60993682
2016-12-07,21566479,11626912,35051086,11662389,78174483,79057741,2292229,21812483,60999379
2016-12-08,21565688,11627410,35047954,11653665,78188873,79062285,2298253,21804893,61002374
2016-12-09,21564767,11627761,35041850,11641010,78196444,79066860,2307359,21790899,61008518
